,home_score,away_score,home_team,away_team,result,date,year,day,id
1181,2,5,Chelsea,West Brom,0,2021-04-03 11:30:00+00:00,2021,5,3411641
1182,2,1,Leeds,Sheff Utd,1,2021-04-03 14:00:00+00:00,2021,5,3411643
1183,0,2,Leicester,Man City,0,2021-04-03 16:30:00+00:00,2021,5,3411644
1184,0,3,Arsenal,Liverpool,0,2021-04-03 19:00:00+00:00,2021,5,3411639
1185,3,2,Southampton,Burnley,1,2021-04-04 11:00:00+00:00,2021,6,3411647
1186,2,2,Newcastle,Tottenham,0,2021-04-04 13:05:00+00:00,2021,6,3411646
1187,3,1,Aston Villa,Fulham,1,2021-04-04 15:30:00+00:00,2021,6,3411640
1188,2,1,Man United,Brighton,1,2021-04-04 18:30:00+00:00,2021,6,3411645
1189,1,1,Everton,Crystal Palace,0,2021-04-05 17:00:00+00:00,2021,0,3411642
1190,2,3,Wolves,West Ham,0,2021-04-05 19:15:00+00:00,2021,0,3411648
1191,0,1,Fulham,Wolves,0,2021-04-09 19:00:00+00:00,2021,4,3411652
1192,1,2,Man City,Leeds,0,2021-04-10 11:30:00+00:00,2021,5,3411654
1193,2,1,Liverpool,Aston Villa,1,2021-04-10 14:00:00+00:00,2021,5,3411653
1194,1,4,Crystal Palace,Chelsea,0,2021-04-10 16:30:00+00:00,2021,5,3411651
1195,1,2,Burnley,Newcastle,0,2021-04-11 11:00:00+00:00,2021,6,3411650
1196,3,2,West Ham,Leicester,1,2021-04-11 13:05:00+00:00,2021,6,3411658
1197,1,3,Tottenham,Man United,0,2021-04-11 15:30:00+00:00,2021,6,3411656
1198,0,3,Sheff Utd,Arsenal,0,2021-04-11 18:00:00+00:00,2021,6,3411655
1199,3,0,West Brom,Southampton,1,2021-04-12 17:00:00+00:00,2021,0,3411657
1200,0,0,Brighton,Everton,0,2021-04-12 19:15:00+00:00,2021,0,3411649
1201,2,2,Everton,Tottenham,0,2021-04-16 19:00:00+00:00,2021,4,3411662
1202,3,2,Newcastle,West Ham,1,2021-04-17 11:30:00+00:00,2021,5,3411666
1203,1,0,Wolves,Sheff Utd,1,2021-04-17 19:15:00+00:00,2021,5,3411668
1204,1,1,Arsenal,Fulham,0,2021-04-18 12:30:00+00:00,2021,6,3411659
1205,3,1,Man United,Burnley,1,2021-04-18 15:00:00+00:00,2021,6,3411665
1206,1,1,Leeds,Liverpool,0,2021-04-19 19:00:00+00:00,2021,0,3411663
1207,0,0,Chelsea,Brighton,0,2021-04-20 19:15:00+00:00,2021,1,3411661
1208,2,1,Tottenham,Southampton,1,2021-04-21 17:00:00+00:00,2021,2,3411636
1209,1,2,Aston Villa,Man City,0,2021-04-21 19:15:00+00:00,2021,2,3411660
1210,3,0,Leicester,West Brom,1,2021-04-22 19:00:00+00:00,2021,3,3411664
1211,0,1,Arsenal,Everton,0,2021-04-23 19:00:00+00:00,2021,4,3411669
1212,1,1,Liverpool,Newcastle,0,2021-04-24 11:30:00+00:00,2021,5,3411674
1213,0,1,West Ham,Chelsea,0,2021-04-24 16:30:00+00:00,2021,5,3411677
1214,1,0,Sheff Utd,Brighton,1,2021-04-24 19:00:00+00:00,2021,5,3411676
1215,0,4,Wolves,Burnley,0,2021-04-25 11:00:00+00:00,2021,6,3411678
1216,0,0,Leeds,Man United,0,2021-04-25 13:00:00+00:00,2021,6,3411672
1217,2,2,Aston Villa,West Brom,0,2021-04-25 18:00:00+00:00,2021,6,3411670
1218,2,1,Leicester,Crystal Palace,1,2021-04-26 19:00:00+00:00,2021,0,3411673
1219,1,1,Southampton,Leicester,0,2021-04-30 19:00:00+00:00,2021,4,3411686
1220,0,2,Crystal Palace,Man City,0,2021-05-01 11:30:00+00:00,2021,5,3411682
1221,2,0,Brighton,Leeds,1,2021-05-01 14:00:00+00:00,2021,5,3411679
1222,2,0,Chelsea,Fulham,1,2021-05-01 16:30:00+00:00,2021,5,3411681
1223,1,2,Everton,Aston Villa,0,2021-05-01 19:00:00+00:00,2021,5,3411683
1224,0,2,Newcastle,Arsenal,0,2021-05-02 13:00:00+00:00,2021,6,3411685
1225,4,0,Tottenham,Sheff Utd,1,2021-05-02 18:15:00+00:00,2021,6,3411687
1226,1,1,West Brom,Wolves,0,2021-05-03 17:00:00+00:00,2021,0,3411688
1227,1,2,Burnley,West Ham,0,2021-05-03 19:15:00+00:00,2021,0,3411680
1228,2,4,Leicester,Newcastle,0,2021-05-07 19:00:00+00:00,2021,4,3411693
1229,3,1,Leeds,Tottenham,1,2021-05-08 11:30:00+00:00,2021,5,3411692
1230,0,2,Sheff Utd,Crystal Palace,0,2021-05-08 14:00:00+00:00,2021,5,3411696
1231,1,2,Man City,Chelsea,0,2021-05-08 16:30:00+00:00,2021,5,3411695
1232,2,0,Liverpool,Southampton,1,2021-05-08 19:15:00+00:00,2021,5,3411694
1233,2,1,Wolves,Brighton,1,2021-05-09 11:00:00+00:00,2021,6,3411698
1234,1,3,Aston Villa,Man United,0,2021-05-09 13:05:00+00:00,2021,6,3411690
1235,0,1,West Ham,Everton,0,2021-05-09 15:30:00+00:00,2021,6,3411697
1236,3,1,Arsenal,West Brom,1,2021-05-09 18:00:00+00:00,2021,6,3411689
1237,0,2,Fulham,Burnley,0,2021-05-10 19:00:00+00:00,2021,0,3411691
1238,1,2,Man United,Leicester,0,2021-05-11 17:00:00+00:00,2021,1,3411702
1239,3,1,Southampton,Crystal Palace,1,2021-05-11 19:15:00+00:00,2021,1,3411667
1240,0,1,Chelsea,Arsenal,0,2021-05-12 19:15:00+00:00,2021,2,3411704
1241,0,0,Aston Villa,Everton,0,2021-05-13 17:00:00+00:00,2021,3,3411530
1242,2,4,Man United,Liverpool,0,2021-05-13 19:15:00+00:00,2021,3,3411684
1243,3,4,Newcastle,Man City,0,2021-05-14 19:00:00+00:00,2021,4,3411705
1244,0,4,Burnley,Leeds,0,2021-05-15 11:30:00+00:00,2021,5,3411700
1245,3,1,Southampton,Fulham,1,2021-05-15 14:00:00+00:00,2021,5,3411706
1246,1,1,Brighton,West Ham,0,2021-05-15 19:00:00+00:00,2021,5,3411699
1247,3,2,Crystal Palace,Aston Villa,1,2021-05-16 11:00:00+00:00,2021,6,3411708
1248,2,0,Tottenham,Wolves,1,2021-05-16 13:05:00+00:00,2021,6,3411707
1249,1,2,West Brom,Liverpool,0,2021-05-16 15:30:00+00:00,2021,6,3411703
1250,0,1,Everton,Sheff Utd,0,2021-05-16 18:00:00+00:00,2021,6,3411701
1251,1,1,Man United,Fulham,0,2021-05-18 17:00:00+00:00,2021,1,3411714
1252,0,2,Southampton,Leeds,0,2021-05-18 17:00:00+00:00,2021,1,3411716
1253,3,2,Brighton,Man City,1,2021-05-18 18:00:00+00:00,2021,1,3411709
1254,2,1,Chelsea,Leicester,1,2021-05-18 19:15:00+00:00,2021,1,3411711
1255,1,0,Everton,Wolves,1,2021-05-19 17:00:00+00:00,2021,2,3411713
1256,1,0,Newcastle,Sheff Utd,1,2021-05-19 17:00:00+00:00,2021,2,3411715
1257,1,2,Tottenham,Aston Villa,0,2021-05-19 17:00:00+00:00,2021,2,3411717
1258,1,3,Crystal Palace,Arsenal,0,2021-05-19 18:00:00+00:00,2021,2,3411712
1259,0,3,Burnley,Liverpool,0,2021-05-19 19:15:00+00:00,2021,2,3411710
1260,1,3,West Brom,West Ham,0,2021-05-19 19:15:00+00:00,2021,2,3411718
1261,2,0,Arsenal,Brighton,1,2021-05-23 15:00:00+00:00,2021,6,3411719
1262,2,1,Aston Villa,Chelsea,1,2021-05-23 15:00:00+00:00,2021,6,3411720
1263,0,2,Fulham,Newcastle,0,2021-05-23 15:00:00+00:00,2021,6,3411721
1264,3,1,Leeds,West Brom,1,2021-05-23 15:00:00+00:00,2021,6,3411722
1265,2,4,Leicester,Tottenham,0,2021-05-23 15:00:00+00:00,2021,6,3411723
1266,2,0,Liverpool,Crystal Palace,1,2021-05-23 15:00:00+00:00,2021,6,3411724
1267,5,0,Man City,Everton,1,2021-05-23 15:00:00+00:00,2021,6,3411725
1268,1,0,Sheff Utd,Burnley,1,2021-05-23 15:00:00+00:00,2021,6,3411726
1269,3,0,West Ham,Southampton,1,2021-05-23 15:00:00+00:00,2021,6,3411727
1270,1,2,Wolves,Man United,0,2021-05-23 15:00:00+00:00,2021,6,3411728
